No.,Tweets,Tendensi
23,"Di Harkopnas Tingkat Kota Medan, Bobby Nasution Ajak Koperasi Berperan Antisipasi Kemungkinan Krisis Ekonomi 2023 https://t.co/RhusMzJAOx",0
24,"Sektor UMKM di prediksi sejumlah ekonom menjadi salah satu sektor usaha yang tidak akan terpengaruh dengan adanya krisis ekonomi global 2023.namun yang menjadi salah satu kelemahan para pelaku UMKM adalah masalah pendanaan operasional, selama ini UMKM selalu mengajukan kredit.",0
25,Bobby Nasution Ajak Koperasi Berperan Antisipasi Kemungkinan Krisis Ekonomi 2023 https://t.co/eO6QvOTYyf,0
26,"Di Harkopnas Tingkat Kota Medan, Bobby Nasution Ajak Koperasi Berperan Antisipasi Kemungkinan Krisis Ekonomi 2023 https://t.co/0qvZpLaG08",0
27,"Salah satu Bank terbesar di Indonesia, Bank mandiri di kabarkan mempertimbangkan untuk menaikkan bunga kredit mandiri kepada nasabahnya, akibat dampak dari kenaikan suku bunga acuan BI yang sering naik, akibat dampak dari kekhawatiran akan terjadinya krisis ekonomi global 2023.",0
28,"@KemenkeuRI Dengan G20 semoga tercipta ketahanan keuangan global, dan krisis ekonomi global th 2023 dapat dihindari",0
29,"Hancur-hancuran kita 2023.... Pandemi yg gakunjung usai (bau-baunya kayak flu Spanyol ato kolera jaman Hindia Belanda yg ampe sedasawarsa-an gak beres-beres) ditambah resesi ekonomi dan krisis Rusia-Ukraina.... kuatkan mental dan kencangkan tali pinggang, kengkawan. https://t.co/fMGPZ8eeCI",0
30,"@SBYudhoyono Maaf pak@sby, saya optimis 2023 ini ndonesia tdk akan mengalami krisis global, perkembangan ekonomi Indonesia skg udh baik 5,44% jd tdk ada yg ditakutkan di 2023, kita jgn terjebak politik yg tdk mendidik.",0
31,"@nksthi Ini siapa bilang Indonesia 2023 krisis ekonomi. 350 tahun di jajah Belanda tetep bisa makan enak.

Sambel Nusantara",0
32,"Negara bisa bubar 2030 jika rejim kardus masih berkuasa.. Ekonomi nyungsep, Duit Rakyat jadi Bancakan, Tebar Propaganda, Adu Domba Rakyat, dll.. 

Ketika negara lain sibuk menghadapi ancaman Krisis 2023, Penguasa justru bermain Bisnis Terorisme dan Radikalisme

#DramaAlaIstana",0
33,"Bagaimana Berlakunya Krisis Ekonomi Terburuk Di Dunia Tahun 2023 https://t.co/AQt8xpdbi8 via @YouTube

Siap semua…. Mungkinkah PM baharu selepas #PRU15 akan berjaya kurangkan impak kemelesetan besar tahun depan?",0
34,"Ekonomi Diprediksi Gelap 2023, Sandinomics: Optimistis, Indonesia Mampu Hadapi Krisis Global! https://t.co/1WJWXKhCof",0
35,@Bro_Jamal7 Inilah sebab mengapa kita perlu memilih pemimpin yang berhujah berdasarkan analisis &amp;  fakta dan bukan FORMULA populis semata-mata bagi menghadapi krisis ekonomi menjelang 2023.,0
36,"Krisis ekonomi ada di depan mata. 
World Economic Forum (WEF) dalam laporan terbarunya memproyeksikan pertumbuhan ekonomi global melambat menjadi 2,7% pada 2023.

 Lalu, sepertiga dari ekonomi negara-negara dunia diproyeksi tidak tumbuh tahun depan. https://t.co/Xpasnri7Lx",0
37,"Penjelasan ekonomi oleh DS @joharighani yang mudah difahami.
 
Punca kelemahan forex, punca kejatuhan pasaran saham &amp; inflasi.

Harap beliau antara yang akan merencana strategi bagi Negara menghadapi krisis ekonomi dunia yang dijangka pada tahun 2023. https://t.co/9nB5AiempM",0
38,"Krisis Ekonomi 2023 dan Filantropi Islam: Meneropong Peran Filantropi Islam (Bagian 1)

https://t.co/dAwL6EsyD9",0
39,"Bincang Ekonomi

Beza betul hujahan Tok Johari (Tok Jo) dengan Rafizi Bogoreng (Raf Bo).

Tahun 2023 krisis ekonomi dunia melanda. Pilihlah yang bijak sikit untuk selamatkan Negara.

2/2 https://t.co/2TJ7FhuMec",0
40,"Presiden Joko Widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun 2023 akibat krisis ekonomi global, pangan, hingga energi akibat pandemi Covid-19 dan perang antara Rusia dan Ukraina. https://t.co/Zd4mqYNjVR",0
41,"Ekonomi Dunia Diprediksi Gelap 2023, Sandinomics: Optimistis, RI Mampu Hadapi Krisis Ekonomi Global! 

https://t.co/DCqKI8ZQU0",0
42,"Ekonomi Diprediksi Gelap 2023, Sandinomics: Optimistis, Indonesia Mampu Hadapi Krisis Global!

https://t.co/0B8IQbT2OV",0
43,"Ekonomi Diprediksi Gelap 2023, Sandinomics: Optimistis, Indonesia Mampu Hadapi Krisis Global!
https://t.co/i3ixXjCk7P",0
44,"Ekonomi Dunia Diprediksi Gelap 2023, Sandinomics: Optimistis, RI Mampu Hadapi Krisis Ekonomi Global! 
https://t.co/ae7Yx8ULp7",0
45,"Ekonomi Diprediksi Gelap 2023, Sandinomics: Optimistis, Indonesia Mampu Hadapi Krisis Global!
https://t.co/JoQGLRVIPm",0
46,"Ekonomi Dunia Diprediksi Gelap 2023, Sandinomics: Optimistis, RI Mampu Hadapi Krisis Ekonomi Global! 
https://t.co/anyrBtiDam",0
47,"Ekonomi Diprediksi Gelap 2023, Sandinomics: Optimistis, Indonesia Mampu Hadapi Krisis Global!
https://t.co/iEqGowrjmA",0
48,"Ekonomi Diprediksi Gelap 2023, Sandinomics: Optimistis, Indonesia Mampu Hadapi Krisis Global! #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/FLkxxUdkD6",0
49,"Alasan terjadinya terjadi 2023 yaitu karena pengaruh kondisi ekonomi global, peningkatan suku bunga bank, krisis pangan &amp; energi dan ketidakpastian pasar &amp; utang. Menteri BUMN, Erick Thohir menyebutkan 4 jurus pertumbuhan ekonomi untuk menghadapi Resesi 2023.",0
50,"Gubernur Jawa Tengah (Jateng) Ganjar Pranowo telah menyiapkan strategi untuk menghadapi potensi krisis pangan pada 2023 akibat resesi ekonomi. 

Antara lain melalui optimalisasi produksi padi, jagung, dan kedelai (pajale) serta politik pupuk. https://t.co/WGVRqq9Pdg",0
51,"Tajuk apa yang nak diperdebatkan? Kalau berkaitan dengan isu ekonomi tahun depan bagus juga, boleh kita tahu apa agenda masing-masing untuk berdepan krisis ekonomi (global recession in 2023) https://t.co/bfzs7caQVq",0
52,"Gubernur Jawa Tengah (Jateng) Ganjar Pranowo telah menyiapkan strategi untuk menghadapi potensi krisis pangan pada 2023 akibat resesi ekonomi. 
Antara lain melalui optimalisasi produksi padi, jagung, dan kedelai (pajale) serta politik pupuk.
#SahabatGanjar #GanjarPranowo #Ganjar https://t.co/ozXDPV6owJ",0
53,Persediaan krisis ekonomi 2023 https://t.co/xL5LR1FpnE via @YouTube,0
54,"Gubernur Jawa Tengah (Jateng) @ganjarpranowo telah menyiapkan strategi untuk menghadapi potensi krisis pangan pada 2023 akibat resesi ekonomi. 

Antara lain melalui optimalisasi produksi padi, jagung, dan kedelai (pajale) serta politik pupuk.
#SahabatGanjar #GanjarPranowo #Ganjar https://t.co/zgCp5MV4Cy",0
55,"Gubernur Jawa Tengah (Jateng) Ganjar Pranowo telah menyiapkan strategi untuk menghadapi potensi krisis pangan pada 2023 akibat resesi ekonomi. 

#SahabatGanjar #GanjarPranowo #Ganjar https://t.co/Rw9kGJ2a68",0
56,"Ganjar Pranowo telah menyiapkan strategi untuk menghadapi potensi krisis pangan pada 2023 akibat resesi ekonomi. 

Antara lain melalui optimalisasi produksi padi, jagung, dan kedelai (pajale) serta politik pupuk. 

#SahabatGanjar #GanjarPranowo #Ganjar https://t.co/kPlg38wUKT",0
57,"IMF ramal UK dan Jerman berdepan krisis ekonomi terburuk tahun 2023. 

Malaysia?",0
58,"Pemangkasan jm kerja karyawan tidak lepas dari krisis ekonomi yg dihadapi dunia saat ini, seperti laporan IMF bahwa dunia makin suram di THN 2023, ini karena eknomi kapitalis yg digunakan sebagai togak dunia hri ini sprti apakah itu?? Simak 
https://t.co/7zw8836af6",0
59,"Imbas tpt anjlok,pemangkasan jam kerja pd 45.000 org dan sdh dirmhkan,pd pabrik dan produk tekstil. Mnrt IMF ekonomi pd 2023 lebih suram.Kapitalisme krisis berulang.
Sistem Islam Kaffah stabil krn berdasar syariat Allah swt
Serba Serbi MMC

 https://t.co/kj2vylHhnY

#IslamKaffah",0
60,Ananta Wahana Optimis Indonesia Mampu Hadapi Krisis Global 2023 https://t.co/V6EqwCBPuY,0
61,"SAHABAT GANJAR – Gubernur Jawa Tengah, Ganjar Pranowo sudah menyiapkan langkah-langkah untuk megantisipasi potensi krisis pangan pada 2023 akibat dari resesi ekonomi. Salah satu langkahnya adalah optimalisasi produksi padi, jagung, dan kedelai (pajale) serta politik pupuk.",0
62,"Bukan Resesi Global 2023, Faisal Basri Ungkap Penyebab RI Bisa Alami Krisis Ekonomi https://t.co/iHEF1Er7Zo lewat @FaisalBasri",0
63,"The Great Reset 2023 - 2024

1. Bencana alam diseluruh Dunia
2. Ekonomi jatuh keparas terendah
3. Banyak manusia dibuang kerja
4. Wabak baru ( kembar C19) kembali semula
5. Krisis makanan terburuk dalam sejarah
6. Jenayah meningkat
7. Manusia hidup dalam ketakutan &amp; kelaparan.",0
64,Bagaimana Berlakunya Krisis Ekonomi Terburuk Di Dunia Tahun 2023 https://t.co/u0uFg4XNT2 via @YouTube,0
65,"Langkah jitu Ganjar Pranowo antisipasi krisis pangan di 2023 dengan subsidi pupuk dan optimalisasi riset. adalah langkah cerdas seorang pemimpin.

#GanjarSiap #GanjaranApp #ekonomi #jateng #GanjarKita #GanjarPranowo https://t.co/yxiflRLyGX",0
66,"Bukan Resesi Global 2023, Faisal Basri Ungkap Penyebab RI Bisa Alami Krisis Ekonomi https://t.co/dcE1KoufXf",0
67,"@ganjarpranowo sudah menyiapkan langkah-langkah untuk megantisipasi potensi krisis pangan pada 2023 akibat dari resesi ekonomi. Salah satu langkahnya adalah optimalisasi produksi padi, jagung, dan kedelai (pajale) serta politik pupuk.

#SahabatGanjar
https://t.co/VY08vNkZGj",0
68,"@Syarman59 Presiden @jokowi Sendiri Yang Ngomong Bahwa Pertemuan Di Batu Tulis Membicarakan Tentang Stabilitas Politik Dan Ancaman Krisis Pangan,Energi Dan Ekonomi  Di 2023.",0
69,"Hayo
Uda pasa tau belum nih kalo 2023 bakal krisis?
Perlu ga sih kita panik?
Gmn menurut kalian guys?

#treefamilly #traderfamilly #traderindonesia #indonesiatrader #belajartrading #tradingedukasi #profitmaksimal #fbsindonesia #fbs #krisisekonomi #globaleconomy https://t.co/oxFIqKNH7e",0
70,@_ekokuntadhi @NasDem Lebih utama kemerdekaan dan membesarkan partai dari pada disandra oleh jabatan yang hanya 2 tahun.. apa ndak mikir konsekwensi bertambah barisan oposisi terhadap pemerintah yang diambang pintu krisis besar ekonomi 2023..?,0
71,"Tahun 2023 disebut-sebut akan terjadi resesi ekonomi hingga krisis pangan, begini strategi Ganjar Pranowo Pemprov Jawa Tengah untuk menghadapi risiko tersebut.
https://t.co/YOwHU02hy5",0
72,"Faisal Basri mengatakan Indonesia tidak akan mengalami krisis akibat ancaman resesi global 2023. Menurut dia krisis itu biasanya terjadi karena perpaduan antara apa yang terjadi di eksternal dan domestik.
#EkonomiKuatNKRIJaya #indonesia #Jokowi #ekonomi
https://t.co/sp4jurRCx9",0
73,"Bukan Resesi Global 2023, Faisal Basri Ungkap Penyebab RI Bisa Alami Krisis Ekonomi https://t.co/hPLycsoyH3",0
74,"w yg takut bgt soal resesi 2023 bsk, tp hobi bgt nontonin video perkiraan resesi² begini sm video krisis ekonomi di ngr² laen tp ttp g hemat 😭 karna klo hemat, nanti duitnya klo g keputer gmn trs nanti malah krisis bnrn gmn 😭😭😭😭",0
75,"@erid_amaro @ahmadmaslan Cukup la 1 TPM je. Buat apa sampai tiga. Kita ada masalah yang lebih besar nak fikir. Kemelesetan ekonomi dunia 2023, krisis makanan dunia &amp; perang sana sini. In fact, kabinet kena kecik. Drpd usul pasal 3 TPM, bagi royalti dulu kpd negeri2 Borneo. #TolakBN",0
76,"Bukan Resesi Global 2023, Faisal Basri Ungkap Penyebab RI Bisa Alami Krisis Ekonomi
♦️ https://t.co/NxhDDonocF",0
77,#Krisis Ekonomi Global 2023 lebih Dahsyat Dibandingkan COVID-19: Kengerian di Indonesia Jelang Pilpres 2024! - Suara Pemred #Covid #Covid19 https://t.co/dSTXuEXhTX,0
78,"Bukan Resesi Global 2023, Faisal Basri Ungkap Penyebab RI Bisa Alami Krisis Ekonomi https://t.co/NXL4VeGhkQ #TempoBisnis",0
79,@ChusnulCh__ @YaqutCQoumas Krisis ekonomi tahun 2023 semakin dekat..yang disibukin para menteri berbulan- bulan radikal-radikul.. politik identitas.. ?,0
80,"Semoga bermanfaat 💪🏻. Di saat kini dunia dikhabarkan dgn krisis ekonomi 2023. Apa yang kita boleh buat adalah simpan dahulu baru berbelanja. Jika takut simpanan asyik bocor , bekukan dlm bentuk simpanan emas kerana simpanan emas nilainya lebih terjamin untuk jangka masa panjang.",0
81,@faridgaban aku kira presiden mikirin rakyat yang lagi ditakut-takuti krisis ekonomi 2023. ini kok malah nyambi jualan kapling tanah.,0
82,"Hati hati pilih Presiden  ingat 2023 di isue kan krisis ekonomi kata kabar burung 
Presiden harus sskti mandra guna di segala bidang",0
83,"#Repost @kementerian.atrbpn 
——
Presiden Joko Widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun 2023 akibat krisis ekonomi global, pangan, hingga energi akibat pandemi Covid-19 dan perang antara Rusia dan Ukraina. Kementerian/lembaga termasuk",0
84,"Tahun depan diperkirakan terjadi resesi DUNIA, yang melebihi krisis moneter 1998. Bahkan presiden sudah berkali-kali sounding soal ini, 2023 GELAP!
Bukan menakut-nakuti, tapi kita semua harus siap. 
Beberapa politisi fokus membantu pemulihan ekonomi, beberapa lagi mikir  Pemilu! https://t.co/xNk0tXDNMw",0
85,"Yang harus kita khawatirkan selain krisis ekonomi yg belum tentu terjadi di tahun 2023, kita juga harus khawatirkan krisis diri sendiri yg sudah jelas terjadi dan mengalami krisis parah. Entah itu mental yg lemah, dll. Kita harus berani untuk lebih kuat agar bisa mengatasinya.",0
86,"@medcom_id Ini dia partai koalisi bicara nya pemilu dan pilpres,  nga penting urus negara yg dalam ngeri ngeri sedap krisis ekonomi 2023.Partai hanya mikir kepentingan nya sendiri",0
87,"cara mengatasi krisis ekonomi di tahun 2023?

jawab:
jd pengusaha batu bara",0
88,Baca denger ttg ekonomi krisis ditahun 2023 membuat check out an sopi kembali diurungkan,0
89,ni ekonomi 2023 katanya bakal krisis ya? gimana coba nasib gue sama utang utang yang baru selesai bulan juni depan?,0
90,"@HelmiFelis_ Jabatan tinggal 2 tahun menawarkan investasi dengan nilai yg sangat tinggi, siapa yg mau investasi? dunia tahu klo dia sering bohong, kepercayaan itu penting,apalagi kondisi politik semakin memanas menjelang pilpres 2024, 2023 krisis ekonomi, siapa yg berani investasi?",0
91,"@HelmiFelis_ Kenapa sampai jadi sales seperti sales properti begitu, Kenapa gak pakai uang yang katanya sdh di kantongnya 11 rb T, lha uang itu kemana? Masa mau buat ibukota yg didalamnya ada istana ngemis2 begitu… bukannya 2023 dunia akan alami krisis ekonomi, trus siapa yang mau ivestasi?",0
92,"@tanyarlfes Tiati semenjak isu krisis ekonomi global 2023 semua bungan pinjaman/paylater naik. Dulu shopee bayar nanti tuh misal harga barang 100k, ga sampe 20k. Skrng gede bgt bunganya",0
93,"Reposted from @kementerian.atrbpn

Presiden Joko Widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun 2023 akibat krisis ekonomi global, pangan, hingga energi akibat pandemi Covid-19 dan perang 
Selengkapnya baca di
https://t.co/tGT1cjx2u5 https://t.co/rsDWgF3ueZ",0
94,"#Repost @kementerian.atrbpn
Presiden Joko Widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun 2023 akibat krisis ekonomi global, pangan, hingga energi akibat pandemi Covid-19 dan perang antara Rusia dan Ukraina. https://t.co/MZ5OAxVJwj",0
95,"Dollar Rp 15.626
Poundsterling Rp 17.397

Benarkah 2023 akan terjadi krisis ekonomi brdampak pd inflasi
Tentuny ni akan berat dirasakan rakyat kecil yg brpenghasilan pas2an
Bisa jd pula akan bny perusahaan besar dah gak kuat upah buruhny hingga brdampak pd PHK massal",0
96,"#Repost @kementerian.atrbpn 
Presiden Joko Widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun 2023 akibat krisis ekonomi global, pangan, hingga energi akibat pandemi Covid-19 dan perang antara Rusia dan Ukraina. Kementerian..

https://t.co/PW6aFVNfEh",0
97,"Presiden Joko Widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun 2023 akibat krisis ekonomi global, pangan, hingga energi akibat pandemi Covid-19 dan perang antara Rusia dan Ukraina. https://t.co/eWYPmrMeTG",0
98,"@pnsdaerahjelata Katanya ekonomi tahun 2023 gelap, katanya sekarang lagi krisis pangan dan energi serta krisis ekonomi global. 

""Jgn sampai dlm situasi sulit, ada letupan2 sosial karena kecemburuan sosial ekonomi. Hati-hati.. Jangan gagah-gagahan karena punya mobil atau moge bagus. Hati-hati""",0
99,"Jom tanya Wahed kini kembali! 🥳Dengarkan perkongsian FB Live daripada moderator &amp; pengurus dana terbaru kami mengenai ""Krisis ekonomi dunia 2023, apakah persediaan kita?"", 25 Okt 2022, 1PM.

RSVP sekarang di: https://t.co/rQG6ZxQhVa. 

Terma &amp; syarat: https://t.co/jWJlv7f4m9 https://t.co/mGwQGkDBOU",0
100,"""2023 krisis ekonomi global""

Jd kesimpulannya, kena laa undi pihak yg ada skuad jihad melawan inflasi which hv been proven successful right?? https://t.co/UavIUzLH47",0
101,"Krisis ekonomi 1998.
Krisis ekonomi 2008.
Krisis ekonomi 2023..

UKM be lyke:
""Halik, ku aing!"" https://t.co/zy8nw2Y1ZM",0
102,"Ngeri juga baca analisis resesi 2023. Krisis ekonomi di Eropa dan Amerika, tentu sedikit banyak punya imbas ke negara kita.",0
103,2023 KRISIS EKONOMI? REM ATAU INVESTASI? #shorts #ekonomi https://t.co/vT5QY2afxH,0
104,"Menghampiri krisis ekonomi global dengan BN sebagai kerajaan?? Sorry no.

Dengan belanjawan 2023 yang peruntukan pembangunan terlampau, kurangnya manfaat untuk golongan pertengahan. Tak payah la. https://t.co/iPVpF4uC1k",0
105,"@jokowi Pak jokowi pernah bilang tahun depan 2023 akan gelap, kalau gelap kenapa proyek IKN terus dikebut, sedangkan krisis ekonomi sangat susah, apa tidak sebaiknya dana IKN dialihkan terlebih dahulu ke sektor perekonomian, masyarakat agar sejahtera terlebih dahulu",0
106,"We have nothing to lose, kalau tak best tukaq lagi?

Hampa ingat nak pilih Ketua Kelas ka?

Cukup la satu penggal negara cacamarba. Pilih elok-elok, sapa pun jadi Kerajaan buat kerja betui-betui.

2023 krisis ekonomi global. Kita kesan Covid pun belum habis recover lagi. https://t.co/SztycRFyYS",0
107,"Salam MERAH PUTIH, Teman2. 
Mau mengingatkan bahwa tahun depan, 2023, akan terjadi krisis ekonomi global. Jauh-jauh hari saya mengingatkan kita semua agar kita bisa menangkal para kadrun yg kemungkinan besar akan menyalahkan Pak Jokowi, Pak Heru dan mungkin bbrp yg lain.",0
108,"Presiden Joko Widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun 2023 akibat krisis ekonomi global, pangan, hingga energi akibat pandemi Covid-19 dan perang antara Rusia dan Ukraina. https://t.co/Sy4XW8lbEf",0
109,"Tak Cuma Resesi Ekonomi di 2023, Krisis Pangan Juga Ancam Dunia.
https://t.co/nJwai9ik1O",0
110,"@KakaKeyo @PreciosaKanti @ganjarpranowo @KrisTj868 2023 Dunia Dan Indonesia Akan Menghadapi Krisis Pangan, Krisis Energi Dan Krisis Ekonomi. Maka @PDI_Perjuangan Dan Seluruh Kadernya Fokus Bantu Pemerintahan Jokowi Menghadapi Krisis Tsb.",0
111,"Di tengah desas desus krisis ekonomi yang diprediksi akan terjadi pada tahun 2023, sebenarnya gimana sih kabar ekonomi Indonesia tahun depan?

Yuk, simak semua penjelasannya di sini! https://t.co/G0yZQJUxu6",0
112,"@RafsAkbar Gk usah bar, latihan krisis ekonomi 2023",0
113,"@tanyakanrl 2023 lebih parah bcz bakalan ada krisis ekonomi dunia efek dari pandemi kemarin, kalo diliat dr perekonomian indo yg sekarang kemungkinan besar indo bakal kena resesi",0
114,@WenMoon1Million @raymondchins kenapa yakin 2023 bakalan krisis di indo bro? btw bukannya dia udah revisi forecast nya kalau indo ga bakalan krisis karena fondasi ekonomi indonesia yang kebetulan saat ini berpihak sama kita?,0
115,"Hadapi Krisis Ekonomi Global 2023, Dewan Sukabumi Minta Pemkab Siapkan Anggaran Penopang Ekonomi https://t.co/meYedFJAT9",0
116,"Persediaan KRISIS EKONOMI tahun 2023

1) Pelbagaikan sumber pendapatan
2) Kurangkan Perbelanjaan
3) Simpanan wang tunai 3-6 bulan Gaji
4) Capai minima 200 gram emas 24k
5) Elak buat hutang baru
6) Berdoa. Jangan mengalah",0
117,"Nouriel Roubini, profesor ekonomi New York University,
Ekonom Top Dunia Sebut Krisis 2023 Akan lebih Ngeri dari 2008
artikel di Majalah Time, ""We're Heading for a Stagflationary Crisis Unlike Anything We've Ever Seen"" terbit Kamis (13/10/2022) .",0
118,"katanya 2023 bakal adaa krisis ekonomi, jadi kita harus #KerjaKeras dari sekarang yuhuuu:) gatau lagi rame banget ngomongin #KerjaKeras dari tadi ada apa si???",0
119,"Gimana ga kerja keras bagai quda? 2023 kan katanya krisis ekonomi global, ojol aja ngantar pesanan dari rooftop, semuanya sekarang pada #KerjaKeras",0
120,"Kukira mau ngomong, tahun 2023 itu tahun puncaknya ekonomi krisis https://t.co/5wbcqVYj0N",0
121,2023 diprediksi ekonomi bakal krisis lah bahiku krisis ekonomi ki wes ket mbiyen je,0
122,"sekarang lagi rame ramalan soal krisis ekonomi 2023, sehingga masyarakat menjadi takut dan mulai panik sana sini buat survive. padahal menabung, punya asuransi, siapin dana darurat, dsb ga perlu nunggu ada ramalan krisis ekonomi dulu. toh juga ga ada yg tau 2023 bakal kek gimana.",0
123,"Bahaya Ancaman Krisis Ekonomi Dunia 2023, Bagaimana Langkah Pemerintah Provinsi Jambi?   https://t.co/CrCCZtRXhn",0
124,"2023 TAHUN KRISIS EKONOMI !

Ekonomi global telah beralih daripada persekitaran inflasi dan kadar faedah rendah kepada dunia yang ‘lebih terdedah dan rapuh’, - IMF https://t.co/oAcs1ytEF5",0
