No.,Tweets,Tendensi
51,tajuk apa yang nak diperdebatkan kalau berkaitan dengan isu ekonomi tahun depan bagus juga boleh kita tahu apa agenda masingmasing untuk berdepan krisis ekonomi global recession in,1
52,gubernur jawa tengah jateng ganjar pranowo telah menyiapkan strategi untuk menghadapi potensi krisis pangan pada akibat resesi ekonomi antara lain melalui optimalisasi produksi padi jagung dan kedelai pajale serta politik pupuk,1
53,persediaan krisis ekonomi via,1
54,gubernur jawa tengah jateng telah menyiapkan strategi untuk menghadapi potensi krisis pangan pada akibat resesi ekonomi antara lain melalui optimalisasi produksi padi jagung dan kedelai pajale serta politik pupuk,1
55,gubernur jawa tengah jateng ganjar pranowo telah menyiapkan strategi untuk menghadapi potensi krisis pangan pada akibat resesi ekonomi,1
56,ganjar pranowo telah menyiapkan strategi untuk menghadapi potensi krisis pangan pada akibat resesi ekonomi antara lain melalui optimalisasi produksi padi jagung dan kedelai pajale serta politik pupuk,1
57,imf ramal uk dan jerman berdepan krisis ekonomi terburuk tahun  malaysia,1
58,pemangkasan jm kerja karyawan tidak lepas dari krisis ekonomi yg dihadapi dunia saat ini seperti laporan imf bahwa dunia makin suram di thn  ini karena eknomi kapitalis yg digunakan sebagai togak dunia hri ini sprti apakah itu simak,1
59,imbas tpt anjlokpemangkasan jam kerja pd  org dan sdh dirmhkanpd pabrik dan produk tekstil mnrt imf ekonomi pd lebih suramkapitalisme krisis berulang sistem islam kaffah stabil krn berdasar syariat allah swt serba serbi mmc,5
60,ananta wahana optimis indonesia mampu hadapi krisis global,3
61,sahabat ganjar – gubernur jawa tengah ganjar pranowo sudah menyiapkan langkahlangkah untuk megantisipasi potensi krisis pangan pada akibat dari resesi ekonomi salah satu langkahnya adalah optimalisasi produksi padi jagung dan kedelai pajale serta politik pupuk,1
62,bukan resesi global  faisal basri ungkap penyebab ri bisa alami krisis ekonomi lewat,1
63,the great reset    bencana alam diseluruh dunia  ekonomi jatuh keparas terendah  banyak manusia dibuang kerja  wabak baru  kembar c  kembali semula  krisis makanan terburuk dalam sejarah  jenayah meningkat  manusia hidup dalam ketakutan amp kelaparan,4
64,bagaimana berlakunya krisis ekonomi terburuk di dunia tahun via,1
65,langkah jitu ganjar pranowo antisipasi krisis pangan di dengan subsidi pupuk dan optimalisasi riset adalah langkah cerdas seorang pemimpin,3
66,bukan resesi global  faisal basri ungkap penyebab ri bisa alami krisis ekonomi,1
67,sudah menyiapkan langkahlangkah untuk megantisipasi potensi krisis pangan pada akibat dari resesi ekonomi salah satu langkahnya adalah optimalisasi produksi padi jagung dan kedelai pajale serta politik pupuk,1
68,presiden sendiri yang ngomong bahwa pertemuan di batu tulis membicarakan tentang stabilitas politik dan ancaman krisis panganenergi dan ekonomi di,5
69,hayo uda pasa tau belum nih kalo bakal krisis perlu ga sih kita panik gmn menurut kalian guys,4
70,lebih utama kemerdekaan dan membesarkan partai dari pada disandra oleh jabatan yang hanya tahun apa ndak mikir konsekwensi bertambah barisan oposisi terhadap pemerintah yang diambang pintu krisis besar ekonomi,5
71,tahun disebutsebut akan terjadi resesi ekonomi hingga krisis pangan begini strategi ganjar pranowo pemprov jawa tengah untuk menghadapi risiko tersebut,1
72,faisal basri mengatakan indonesia tidak akan mengalami krisis akibat ancaman resesi global  menurut dia krisis itu biasanya terjadi karena perpaduan antara apa yang terjadi di eksternal dan domestik,2
73,bukan resesi global  faisal basri ungkap penyebab ri bisa alami krisis ekonomi,1
74,w yg takut bgt soal resesi bsk tp hobi bgt nontonin video perkiraan resesi² begini sm video krisis ekonomi di ngr² laen tp ttp g hemat 😭 karna klo hemat nanti duitnya klo g keputer gmn trs nanti malah krisis bnrn gmn 😭😭😭😭,1
75,cukup la tpm je buat apa sampai tiga kita ada masalah yang lebih besar nak fikir kemelesetan ekonomi dunia  krisis makanan dunia amp perang sana sini in fact kabinet kena kecik drpd usul pasal tpm bagi royalti dulu kpd negeri borneo,5
76,bukan resesi global  faisal basri ungkap penyebab ri bisa alami krisis ekonomi ♦️,1
77,ekonomi global lebih dahsyat dibandingkan covid  kengerian di indonesia jelang pilpres   suara pemred,4
78,bukan resesi global  faisal basri ungkap penyebab ri bisa alami krisis ekonomi,1
79,krisis ekonomi tahun semakin dekatyang disibukin para menteri berbulan bulan radikalradikul politik identitas,1
80,semoga bermanfaat 💪🏻 di saat kini dunia dikhabarkan dgn krisis ekonomi  apa yang kita boleh buat adalah simpan dahulu baru berbelanja jika takut simpanan asyik bocor  bekukan dlm bentuk simpanan emas kerana simpanan emas nilainya lebih terjamin untuk jangka masa panjang,1
81,aku kira presiden mikirin rakyat yang lagi ditakuttakuti krisis ekonomi  ini kok malah nyambi jualan kapling tanah,4
82,hati hati pilih presiden ingat di isue kan krisis ekonomi kata kabar burung presiden harus sskti mandra guna di segala bidang,1
83,—— presiden joko widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun akibat krisis ekonomi global pangan hingga energi akibat pandemi covid dan perang antara rusia dan ukraina kementerianlembaga termasuk,1
84,tahun depan diperkirakan terjadi resesi dunia yang melebihi krisis moneter  bahkan presiden sudah berkalikali sounding soal ini gelap bukan menakutnakuti tapi kita semua harus siap beberapa politisi fokus membantu pemulihan ekonomi beberapa lagi mikir pemilu,1
85,yang harus kita khawatirkan selain krisis ekonomi yg belum tentu terjadi di tahun  kita juga harus khawatirkan krisis diri sendiri yg sudah jelas terjadi dan mengalami krisis parah entah itu mental yg lemah dll kita harus berani untuk lebih kuat agar bisa mengatasinya,4
86,ini dia partai koalisi bicara nya pemilu dan pilpres nga penting urus negara yg dalam ngeri ngeri sedap krisis ekonomi partai hanya mikir kepentingan nya sendiri,4
87,cara mengatasi krisis ekonomi di tahun  jawab jd pengusaha batu bara,1
88,baca denger ttg ekonomi krisis ditahun membuat check out an sopi kembali diurungkan,5
89,ni ekonomi katanya bakal krisis ya gimana coba nasib gue sama utang utang yang baru selesai bulan juni depan,5
90,jabatan tinggal tahun menawarkan investasi dengan nilai yg sangat tinggi siapa yg mau investasi dunia tahu klo dia sering bohong kepercayaan itu pentingapalagi kondisi politik semakin memanas menjelang pilpres  krisis ekonomi siapa yg berani investasi,3
91,kenapa sampai jadi sales seperti sales properti begitu kenapa gak pakai uang yang katanya sdh di kantongnya rb t lha uang itu kemana masa mau buat ibukota yg didalamnya ada istana ngemis begitu… bukannya dunia akan alami krisis ekonomi trus siapa yang mau ivestasi,1
92,tiati semenjak isu krisis ekonomi global semua bungan pinjamanpaylater naik dulu shopee bayar nanti tuh misal harga barang k ga sampe k skrng gede bgt bunganya,1
93,reposted from presiden joko widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun akibat krisis ekonomi global pangan hingga energi akibat pandemi covid dan perang selengkapnya baca di,1
94,presiden joko widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun akibat krisis ekonomi global pangan hingga energi akibat pandemi covid dan perang antara rusia dan ukraina,1
95,dollar rp  poundsterling rp  benarkah akan terjadi krisis ekonomi brdampak pd inflasi tentuny ni akan berat dirasakan rakyat kecil yg brpenghasilan pas an bisa jd pula akan bny perusahaan besar dah gak kuat upah buruhny hingga brdampak pd phk massal,1
96,presiden joko widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun akibat krisis ekonomi global pangan hingga energi akibat pandemi covid dan perang antara rusia dan ukraina kementerian,1
97,presiden joko widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun akibat krisis ekonomi global pangan hingga energi akibat pandemi covid dan perang antara rusia dan ukraina,1
98,katanya ekonomi tahun gelap katanya sekarang lagi krisis pangan dan energi serta krisis ekonomi global jgn sampai dlm situasi sulit ada letupan sosial karena kecemburuan sosial ekonomi hatihati jangan gagahgagahan karena punya mobil atau moge bagus hatihati,1
99,jom tanya wahed kini kembali 🥳dengarkan perkongsian fb live daripada moderator amp pengurus dana terbaru kami mengenai krisis ekonomi dunia  apakah persediaan kita okt  pm rsvp sekarang di terma amp syarat,1
100,krisis ekonomi global jd kesimpulannya kena laa undi pihak yg ada skuad jihad melawan inflasi which hv been proven successful right,1
101,krisis ekonomi  krisis ekonomi  krisis ekonomi  ukm be lyke halik ku aing,1
102,ngeri juga baca analisis resesi  krisis ekonomi di eropa dan amerika tentu sedikit banyak punya imbas ke negara kita,1
103,krisis ekonomi rem atau investasi,1
104,menghampiri krisis ekonomi global dengan bn sebagai kerajaan sorry no dengan belanjawan yang peruntukan pembangunan terlampau kurangnya manfaat untuk golongan pertengahan tak payah la,1
105,pak jokowi pernah bilang tahun depan akan gelap kalau gelap kenapa proyek ikn terus dikebut sedangkan krisis ekonomi sangat susah apa tidak sebaiknya dana ikn dialihkan terlebih dahulu ke sektor perekonomian masyarakat agar sejahtera terlebih dahulu,1
106,we have nothing to lose kalau tak best tukaq lagi hampa ingat nak pilih ketua kelas ka cukup la satu penggal negara cacamarba pilih elokelok sapa pun jadi kerajaan buat kerja betuibetui krisis ekonomi global kita kesan covid pun belum habis recover lagi,1
107,salam merah putih teman  mau mengingatkan bahwa tahun depan  akan terjadi krisis ekonomi global jauhjauh hari saya mengingatkan kita semua agar kita bisa menangkal para kadrun yg kemungkinan besar akan menyalahkan pak jokowi pak heru dan mungkin bbrp yg lain,1
108,presiden joko widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun akibat krisis ekonomi global pangan hingga energi akibat pandemi covid dan perang antara rusia dan ukraina,1
109,tak cuma resesi ekonomi di  krisis pangan juga ancam dunia,1
110,dunia dan indonesia akan menghadapi krisis pangan krisis energi dan krisis ekonomi maka dan seluruh kadernya fokus bantu pemerintahan jokowi menghadapi krisis tsb,1
111,di tengah desas desus krisis ekonomi yang diprediksi akan terjadi pada tahun  sebenarnya gimana sih kabar ekonomi indonesia tahun depan yuk simak semua penjelasannya di sini,1
112,gk usah bar latihan krisis ekonomi,1
113,lebih parah bcz bakalan ada krisis ekonomi dunia efek dari pandemi kemarin kalo diliat dr perekonomian indo yg sekarang kemungkinan besar indo bakal kena resesi,1
114,kenapa yakin bakalan krisis di indo bro btw bukannya dia udah revisi forecast nya kalau indo ga bakalan krisis karena fondasi ekonomi indonesia yang kebetulan saat ini berpihak sama kita,2
115,hadapi krisis ekonomi global  dewan sukabumi minta pemkab siapkan anggaran penopang ekonomi,1
116,persediaan krisis ekonomi tahun   pelbagaikan sumber pendapatan  kurangkan perbelanjaan  simpanan wang tunai  bulan gaji  capai minima gram emas k  elak buat hutang baru  berdoa jangan mengalah,1
117,nouriel roubini profesor ekonomi new york university ekonom top dunia sebut krisis akan lebih ngeri dari artikel di majalah time were heading for a stagflationary crisis unlike anything weve ever seen terbit kamis,4
118,katanya bakal adaa krisis ekonomi jadi kita harus dari sekarang yuhuuu gatau lagi rame banget ngomongin dari tadi ada apa si,1
119,gimana ga kerja keras bagai quda kan katanya krisis ekonomi global ojol aja ngantar pesanan dari rooftop semuanya sekarang pada,1
120,kukira mau ngomong tahun itu tahun puncaknya ekonomi krisis,5
121,diprediksi ekonomi bakal krisis lah bahiku krisis ekonomi ki wes ket mbiyen je,1
122,sekarang lagi rame ramalan soal krisis ekonomi  sehingga masyarakat menjadi takut dan mulai panik sana sini buat survive padahal menabung punya asuransi siapin dana darurat dsb ga perlu nunggu ada ramalan krisis ekonomi dulu toh juga ga ada yg tau bakal kek gimana,1
123,bahaya ancaman krisis ekonomi dunia  bagaimana langkah pemerintah provinsi jambi,1
124,tahun krisis ekonomi  ekonomi global telah beralih daripada persekitaran inflasi dan kadar faedah rendah kepada dunia yang ‘lebih terdedah dan rapuh’  imf,1
125,tahun krisis ekonomi  ekonomi global telah beralih daripada persekitaran inflasi dan kadar faedah rendah kepada dunia yang ‘lebih terdedah dan rapuh’  imf baca lanjut di,1
126,menurut lu gimana sih pengaruh krisis ekonomi nanti sama buying power masyarakat proses pilpres  sama sustainable development goals,1
127,tolong yaa yg bahas resesi apalagi hancurlahjust shut the fckup bangsa ini udh dr jaman kerajaan jaman pak karno gunting duit sampe krisis ekonomiudh pengalaman kek gk pernah ke malang ajawoles sam kehkehkeh,1
128,gua cuma mau bilang banyak hal yg mempengaruhi ekonomi dan salah satunya adalah market confidency konten yg bilang gelap yes betul edukatif tapi pada mainin rasa takut dan kepercayaan masyarakat kasian yg awam sama ekonomi ga ngerti apa cuma tau bakal krisis ajah,2
129,ohhhh gituuuu entar pas krisis ekonomi  trs ngerasa paling berjasa dah ya gegara idolnya udah wamil wkwkwkwk liat aja dah nanti ada ga ya oknum fandom goblok lu yg bakal ngetik itu nanti wkwkwkwkwkwkwkwkwkwkwkkw,1
130,skk migas antispasi ancaman krisis ekonomi,1
131,presiden joko widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun akibat krisis ekonomi global pangan hingga energi akibat pandemi covid dan  cont,1
132,not only in sk wah pas banget dr kmren pemerintahan indo juga ngomongin krisis ekonomi pas gtu bangtan mulai off aaaa,1
133,udahlah nikmati dulu yg ada sekarang katanya mau krisis ekonomi,1
134,gaboleh resign cenah krisis ekonomi mau pindah kerja kemana lgi,1
135,kabar soal resesi dikata hanya omongan influencer yg gatau fakta sy baru ngeh resesi itu sesuatu yg sangat wajar bagi ekonomi kapitalisme krisisnya punya siklus liat aja great depression an krisis moneter  dll,1
136,imf  negara hadapi krisis ekonomi  okt,1
137,menko perekonomian airlangga optimis ekonomi nasional tumbuh lima persen  meskipun resesi ekonomi menghantui pada tahun mendatang sebagaimana prediksi sejumlah ekonom bahwa ekonomi nasional akan babak belur imbas krisis melanda dunia namun rasa…,1
138,indonesia siap hadapi krisis ekonomi ri cemerlang,1
139,dengan kerja keras dan konsistensi indonesia akan melewati krisis ekonomi ri cemerlang,1
140,imf memastikan proyeksi pertumbuhan ekonomi pada adalah profil pertumbuhan terlemah sejak  kecuali masa pandemi covid dan krisis keuangan global ekonomi ri cemerlang,5
141,banyak prediksi mengenai krisis global yg akan melanda negara didunia semoga indonesia tdk termasuk dlm negara yg mengalami krisis be optimistic what are our gov do ekonomi ri cemerlang,3
142,imf melihat situasi merupakan profil pertumbuhan terlemah sejak  kecuali masa pandemi covid dan krisis keuangan global ekonomi ri cemerlang,5
143,ridwan kamil pun berharap jawa barat dan indonesia mampu menghadapi dan menghindari krisis pangan “tidak ada kedaulatan negara tanpa kedaulatan pangan mudah mudahan jangan sampai krisis ekonomi dan pangan” ridwan kamil,1
144,from presiden joko widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun akibat krisis ekonomi global pangan hingga energi akibat pandemi covid  selengkapnya di,1
145,presiden joko widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun akibat krisis ekonomi global pangan hingga energi akibat pandemi covid dan,1
146,presiden joko widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun akibat krisis ekonomi global pangan hingga energi akibat pandemi covid dan perang antara rusia dan ukraina berita selengkapnya kunjungi,1
147,ridwan kamil pun berharap jawa barat dan indonesia mampu menghadapi dan menghindari krisis pangan “tidak ada kedaulatan negara tanpa kedaulatan pangan mudah mudahan jangan sampai krisis ekonomi dan pangan” ridwan kamil,1
148,presiden joko widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun akibat krisis ekonomi global pangan hingga energi akibat pandemi covid dan perang antara rusia dan ukraina,1
149,kalo soal resesi sih gk terlalu khawatir soalnya itu hanya efek dari krisis ekonomi kalopun inflasi juga masih ada plusnya dalam pertumbuhan ekonomi namun yang di khawatirkan di nanti tuh stagflasi udah inflasi gitu tapi ekonominya malah mines semoga aj tidak dah wkwk,1
150,menurut imf ada masalah utama yang menjadi penghambat ekonomi   inflasi yang naik terusmenerus dan meluas menyebabkan krisis biaya hidup  invasi rusia ke ukraina dan kaitannya dengan krisis energi  perlambatan ekonomi di china,5
151,tahun  proyeksi ekonomi dunia akan mengalami resesi amp krisis yang mengancam salah satunya krisis pangan pada masa krisis sektor agriculture menjadi sangat esensial untuk menunjang ketahanan pangan pada kondisi seperti ini mazhab fisiokrat kembali menjadi relevan,1
152,krisis ekonomi ternyata adalah hoax ya karena belum terjadi,1
153,astaghfirullah krisis global ekonomi dunia diprediksi gelap pada  mampukah kapitalisme mengatasinya  serbaserbi mmc dan bagaimana menyelesaikan problem ini simak videonya yuk share seluasnya ya,5
154,astaghfirullah krisis global ekonomi dunia diprediksi gelap pada  mampukah kapitalisme mengatasinya  serbaserbi mmc dan bagaimana menyelesaikan problem ini simak videonya yuk share seluasnya ya,5
155,astaghfirullah krisis global ekonomi dunia diprediksi gelap pada  mampukah kapitalisme mengatasinya  serbaserbi mmc dan bagaimana menyelesaikan problem ini simak videonya yuk share seluasnya ya,5
156,astaghfirullah krisis global ekonomi dunia diprediksi gelap pada  mampukah kapitalisme mengatasinya  serbaserbi mmc dan bagaimana menyelesaikan problem ini simak videonya yuk share seluasnya ya,5
157,gakebayang euy pillres kaya gimna situasinya ekonomi isu resesi politikus prepare buat kampanye dimasa sulit dan krisis masyarakat kebagi berkubu kubu fitnah dan hoax makin banyak menuju semoga allah mudahkan dan bukakan untuk yg adil,1
158,imf  negara hadapi krisis ekonomi  okt via,1
159,prediksi imf ekonomi gelap pd wajarfaktanya krisis berulang terjadi dan sistem kapitalisme tak mampu mjd solusi sistem ekonomi islam kaffah adalah solusi serba serbi mmc,3
160,kondisi ekonomi yg diprediksi gelap pd mulai tampak sejak pandemi covid infasi rusiakrisis iklim fakta di sistem ekonomi kapitalisme kondisi sgt berbeda ketika ekonomi islam kaffah diterapkan serba serbi mmc,5
161,mampukah sistem ekonomi kapitalisme mengatasi prediksi sistem ekonomi dunia yg akan krisis di mendatangkan serbaserbi mmc,5
162,imf  negara hadapi krisis ekonomi  okt via,1
163,resesi krisis bahkan depresi ekonomi amp awan gelap di tahun  ep,1
164,terus ada bau resesi tahun depan ga seburuk yg digembor kan deh recession paradox dimana fear terlalu besar saat ini jangan q  sudah bottoming kemudian kembali normal bahkan pertumbuhan ekonomi meningkat pesat di  kecuali ww beneran terjadi fix krisis,1
165,dunia sedang dilanda krisis imf memproyeksi ekonomi global akan gelap pada tahun  mampukah sistem ekonomi kapitalisme mengatasinya dan bagaimana islam menyelesaikan problem ini simak dalam video serbaserbi mmc berikut,5
166,presiden joko widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun akibat krisis ekonomi global pangan hingga energi akibat pandemi covid dan perang antara rusia dan ukraina,1
167,presiden joko widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun akibat krisis ekonomi global pangan hingga energi akibat pandemi covid dan perang antara rusia dan ukraina,1
168,kondisi ekonomi dunia diprediksi akan mengalami resesi parah di akibat krisis ditambah keguncangan krn perang rusia ukraina ekonomi kapitalisme jelas merusak kehidupan umat di dunia serba serbi mmc,1
169,mau tidak mau kita akan menghadapi krisis dunia tahun mendatang inilah dampak penerapan ekonomi kapitalismesedihtapi inilah yg akan terjadi serbaserbi mmc,2
170,akibat penerapan ekonomi kapitalisme sering terjadi krisi moneter berulangbahkan diprediksi akan terjadi krisis dunia tahun mendatang serbaserbi mmc,5
171,reposted from presiden joko widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun akibat krisis ekonomi global pangan hingga energi akibat pandemi covid dan perang antara rusia dan ukraina kemente…,1
172,sudah siapkah menghadapi krisis dunia tahun mendatang ga sampek tahun lhoini akibat penerapan ekonomi kapitalismemo sampek kapan serbaserbi mmc,3
173,ekonomi dunia diprediksi gelap pada  akibat penerapan sistem ekonomi kapitalis  serbaserbi mmc hanya sistem islam kaffah yg mampu mengatasi krisis ekonomi ini simak dalam video berikut ini,1
174,ekonomi dunia diprediksi gelap pada  mampukah kapitalisme mengatasinya sebuah utas,5
175,dunia sedang tidak baikbaik saja imf prediksi ekonomi global gelap ini sudah kesekian kali ekonomi kapitalisme menyebabkan krisis yang berulang islam kaffah dalam khilafah saja yang mampu menjamin stabilitas dunia serba serbi mmc,2
176,ekonomi global akan gelap  ekonomi kapitalisme inilah biang kerusakan dunia hari ini dalam sistem kapitalisme global rentan krisis yang berulang hanya islam kaffah dalam khilafah yang mampu menjamin stabilitas ekonomi dunia serba serbi mmc,5
177,ekonomi kapitalisme rentan krisis sektor non riil yang lebih tinggi dari sektor riil inilah pemicu economy bubble yang sewaktuwaktu bisa meletus karena gejolak politik sosial dst wajar jika diprediksi ekonomi global akan gelap serba serbi mmc,5
